signal_month,inventory_pressure,basis_strength,profit_cycle,hv20_1y_pct,future_1m_tradable_contract_return
2021-09-30,0.5052850947205171,0.0794885282234233,-0.07834268018301166,0.20306088605036285,-0.005140536599890961
2021-10-31,0.4866813273435162,0.039327063567005174,-0.05781665946808037,0.2359112125002689,-0.009663206474413072
2021-11-30,0.4651201845380446,-0.0027556992219537127,-0.0353442885870881,0.2721023228752596,-0.01497612575856575
2021-12-31,0.4419595765816044,-0.045870633313876745,-0.011202718906331607,0.31106946700236354,-0.020750628422130758
2022-01-31,0.4186211793798637,-0.08910000676172271,0.014310312007600481,0.35220457563037594,-0.026613475287067017
2022-02-28,0.3965337567346529,-0.06152291609913949,0.04088015238015309,0.39486574914714995,-0.027985889651315765
2022-03-31,0.3770762000399135,-0.10224080783263784,0.06817911682376508,0.4383872742083551,-0.032923147497374725
2022-04-30,0.36152255623316243,-0.14040238053696472,0.09587052767615964,0.4820900119715622,-0.036950365254032155
2022-05-31,0.35099123556458234,-0.17522717742854504,0.12361286724020165,0.5252919958307355,-0.039890549088227104
2022-06-30,0.34640042410969485,-0.20602721558333087,0.1510639897158259,0.5673190732770299,-0.041681825763087155
2022-07-31,0.3484314785880316,-0.2322260523769354,0.17788534087834448,0.6075154258232162,-0.04238197173232132
2022-08-31,0.22000176282087341,-0.2533747607485611,0.20374613346191944,0.6452538028318291,-0.03734726227676453
2022-09-30,0.23624800875276292,-0.19916437055765152,0.22832742675326276,0.6799453095515762,-0.03226162101065314
2022-10-31,0.25952086538035846,-0.20943443123927571,0.251326060082006,0.7110485966229707,-0.031030900933499358
2022-11-30,0.2893908529056324,-0.21417745845677513,0.2724583916960717,0.7380783076540269,-0.0297957221297468
2022-12-31,0.32516548474011797,-0.21353914151920386,0.2914637969105568,0.7606126530444263,-0.028879507243187563
2023-01-31,0.36591687475992174,-0.2078143058152905,0.30810788238752146,0.7782999918711586,-0.028551114612762826
2023-02-28,0.41051872919737087,-0.19743874215915524,0.3221853769050221,0.7908643191275162,-0.028993741468676764
2023-03-31,0.4576912484193043,-0.18297712948551367,0.33352266296358707,0.7981095726889116,-0.030283580469814414
2023-04-30,0.5060521484998046,-0.09510738559919851,0.34197991800787164,0.7999226927967573,-0.028180637646170167
2023-05-31,0.5541717685182771,-0.07460187967507599,0.34745283885584577,0.7962753863181835,-0.030932776643837992
2023-06-30,0.6006300666287954,-0.052306027176438494,0.349873928068157,0.7872245682509159,-0.03409259083410291
2023-07-31,0.5065732326473001,-0.029114860402389843,0.3492133263928965,0.7729114735837691,-0.03253278249143407
2023-08-31,0.5457676601914407,-0.005948223977218323,0.3454791810192437,0.7535594533718857,-0.03553200365032273
2023-09-30,0.5796491266741693,0.01627471729751588,0.3387175450983211,0.7294704894182216,-0.037939721571478305
2023-10-31,0.6073652204999389,0.036660951750601176,0.3290118097704672,0.701020481948511,-0.03946571162025562
2023-11-30,0.6283093240250767,0.12436836935305579,0.31648167570372854,0.6686533838139673,-0.0357023030290855
2023-12-31,0.6421447974889452,0.13862909956546687,0.3012816768275631,0.6328742727555241,-0.03495050667118778
2024-01-31,0.6488183997788699,0.14877079174649846,0.2835992744685284,0.5942414698346148,-0.03303458392291085
2024-02-29,0.6485624109852908,0.15423524836718397,0.2636525453929419,0.5533578270197448,-0.030103370352721325
2024-03-31,0.6418853721275569,0.15459389463872752,0.24168749226984718,0.5108613198831518,-0.026418110020049717
2024-04-30,0.6295518112282811,0.14955965583571612,0.2179750097242964,0.4674150922053775,-0.022328027611742823
2024-05-31,0.6125517639936839,0.13899491315210902,0.19280754339856798,0.4236971078383667,-0.018236205201220997
2024-06-30,0.4545613042142264,0.19291531760509267,0.16649548322505217,0.38038957130630824,-0.005546891220323105
