signal_month,inventory_pressure,basis_strength,profit_cycle,hv20_1y_pct,future_1m_tradable_contract_return
2020-10-31,0.456077445432408,0.0917339548582519,-0.1255748760821169,0.1586633199047044,-0.0201615854219614
2020-11-30,0.5014404032049494,0.1031792625603866,-0.1361345157113637,0.1367537246199958,-0.0201201741392343
2020-12-31,0.543257587769382,0.1801022957524572,-0.1437819123909967,0.1197322326946631,-0.0150798999302285
2021-01-31,0.5803602154928476,0.1820340573300732,-0.148422750908366,0.107864458817216,-0.0136085966069962
2021-02-28,0.6117674572460929,0.1786438759787795,-0.1499997958812927,0.1013355956297323,-0.0117659251219761
2021-03-31,0.6367255409656676,0.1697485702457239,-0.1484935976410578,0.1002475238586176,-0.0098742711375595
2021-04-30,0.6547378021674288,0.1553175251456047,-0.1439227321048357,0.1046172224999456,-0.0082824324422842
2021-05-31,0.6655844843922087,0.135473540610195,-0.1363435716792244,0.1143765038679015,-0.0073261406348356
2021-06-30,0.6693315002023592,0.1104894282679057,-0.1258495900203176,0.1293730776408148,-0.0072898076452908
2021-07-31,0.6663278034558906,0.1507804508686609,-0.1125702092247006,0.1493729273006928,-0.0041737486465242
2021-08-31,0.6571914776173404,0.1168928138843665,-0.0966692036689437,0.1740639618827161,-0.0064705245024718
2021-09-30,0.5052850947205171,0.0794885282234233,-0.0783426801830116,0.2030608860503628,-0.0051405365998909
2021-10-31,0.4866813273435162,0.0393270635670051,-0.0578166594680803,0.2359112125002689,-0.009663206474413
2021-11-30,0.4651201845380446,-0.0027556992219537,-0.0353442885870881,0.2721023228752596,-0.0149761257585657
2021-12-31,0.4419595765816044,-0.0458706333138767,-0.0112027189063316,0.3110694670023635,-0.0207506284221307
2022-01-31,0.4186211793798637,-0.0891000067617227,0.0143103120076004,0.3522045756303759,-0.026613475287067
2022-02-28,0.3965337567346529,-0.0615229160991394,0.040880152380153,0.3948657491471499,-0.0279858896513157
2022-03-31,0.3770762000399135,-0.1022408078326378,0.068179116823765,0.4383872742083551,-0.0329231474973747
2022-04-30,0.3615225562331624,-0.1404023805369647,0.0958705276761596,0.4820900119715622,-0.0369503652540321
2022-05-31,0.3509912355645823,-0.175227177428545,0.1236128672402016,0.5252919958307355,-0.0398905490882271
2022-06-30,0.3464004241096948,-0.2060272155833308,0.1510639897158259,0.5673190732770299,-0.0416818257630871
2022-07-31,0.3484314785880316,-0.2322260523769354,0.1778853408783444,0.6075154258232162,-0.0423819717323213
2022-08-31,0.2200017628208734,-0.2533747607485611,0.2037461334619194,0.6452538028318291,-0.0373472622767645
2022-09-30,0.2362480087527629,-0.1991643705576515,0.2283274267532627,0.6799453095515762,-0.0322616210106531
2022-10-31,0.2595208653803584,-0.2094344312392757,0.251326060082006,0.7110485966229707,-0.0310309009334993
2022-11-30,0.2893908529056324,-0.2141774584567751,0.2724583916960717,0.7380783076540269,-0.0297957221297468
2022-12-31,0.3251654847401179,-0.2135391415192038,0.2914637969105568,0.7606126530444263,-0.0288795072431875
2023-01-31,0.3659168747599217,-0.2078143058152905,0.3081078823875214,0.7782999918711586,-0.0285511146127628
2023-02-28,0.4105187291973708,-0.1974387421591552,0.3221853769050221,0.7908643191275162,-0.0289937414686767
2023-03-31,0.4576912484193043,-0.1829771294855136,0.333522662963587,0.7981095726889116,-0.0302835804698144
2023-04-30,0.5060521484998046,-0.0951073855991985,0.3419799180078716,0.7999226927967573,-0.0281806376461701
2023-05-31,0.5541717685182771,-0.0746018796750759,0.3474528388558457,0.7962753863181835,-0.0309327766438379
2023-06-30,0.6006300666287954,-0.0523060271764384,0.349873928068157,0.7872245682509159,-0.0340925908341029
2023-07-31,0.5065732326473001,-0.0291148604023898,0.3492133263928965,0.7729114735837691,-0.032532782491434
2023-08-31,0.5457676601914407,-0.0059482239772183,0.3454791810192437,0.7535594533718857,-0.0355320036503227
2023-09-30,0.5796491266741693,0.0162747172975158,0.3387175450983211,0.7294704894182216,-0.0379397215714783
2023-10-31,0.6073652204999389,0.0366609517506011,0.3290118097704672,0.701020481948511,-0.0394657116202556
2023-11-30,0.6283093240250767,0.1243683693530557,0.3164816757037285,0.6686533838139673,-0.0357023030290855
2023-12-31,0.6421447974889452,0.1386290995654668,0.3012816768275631,0.6328742727555241,-0.0349505066711877
2024-01-31,0.6488183997788699,0.1487707917464984,0.2835992744685284,0.5942414698346148,-0.0330345839229108
2024-02-29,0.6485624109852908,0.1542352483671839,0.2636525453929419,0.5533578270197448,-0.0301033703527213
2024-03-31,0.6418853721275569,0.1545938946387275,0.2416874922698471,0.5108613198831518,-0.0264181100200497
2024-04-30,0.6295518112282811,0.1495596558357161,0.2179750097242964,0.4674150922053775,-0.0223280276117428
2024-05-31,0.6125517639936839,0.138994913152109,0.1928075433985679,0.4236971078383667,-0.0182362052012209
2024-06-30,0.4545613042142264,0.1929153176050926,0.1664954832250521,0.3803895713063082,-0.0055468912203231
